feature_name,feature_group,target_game_univ_auc,target_champ_univ_auc,target_roundflags_auc_avg,target_game_perm_importance_pctile,target_champ_perm_importance_pctile,target_roundflags_perm_importance_pctile,overall_recommendation
tourney_seed_num,identity_or_label,0.7765175383322831,0.930344827586207,0.8679808488311026,78.57142857142857,100.0,99.64285714285714,core
kp_tempo,kenpom,0.5206460656096087,0.6045768025078371,0.5237498352760538,77.14285714285715,48.57142857142857,61.607142857142854,situational
rs_fg3_pct,regular_season,0.5567310169884659,0.6803918495297807,0.5871623134163114,75.71428571428571,2.857142857142857,18.928571428571427,situational
rs_fta,regular_season,0.5000345303702942,0.5330094043887148,0.507477322327127,74.28571428571429,48.57142857142857,68.21428571428571,low_value
rs_blk,regular_season,0.6139266460627519,0.7414890282131661,0.6296867631811806,72.85714285714285,14.285714285714285,37.857142857142854,situational
rs_games,regular_season,0.6402749855805937,0.7229310344827586,0.6431649673599622,71.42857142857143,90.0,31.07142857142857,situational
rs_opp_pf,regular_season,0.5210468560455058,0.5344043887147336,0.5195062494764591,70.0,97.14285714285714,68.21428571428572,low_value
rs_or_pct,regular_season,0.6274816024568479,0.7464890282131661,0.6322051146723212,68.57142857142857,11.428571428571429,32.49999999999999,situational
rs_ft_pct,regular_season,0.5366200530481744,0.6265203761755487,0.5499246796176305,67.14285714285714,95.71428571428572,59.285714285714285,situational
lms_residual_std,engineered_lms,0.5327474124845626,0.5955799373040753,0.5312097485875942,65.71428571428571,78.57142857142857,68.57142857142857,situational
rs_opp_to_rate,regular_season,0.5179831787087166,0.5188087774294671,0.516289574153416,64.28571428571429,48.57142857142857,54.285714285714285,low_value
kp_rankadjtempo,kenpom,0.5119334578331788,0.5811755485893417,0.5237939335341383,62.857142857142854,82.85714285714286,61.964285714285715,low_value
rs_opp_blk,regular_season,0.5081389273485772,0.5458307210031348,0.5349870211873392,61.42857142857143,92.85714285714286,51.42857142857143,situational
lms_slope,engineered_lms,0.5825082956237876,0.6374294670846395,0.584940463963339,60.0,8.571428571428571,66.42857142857143,situational
rs_opp_dr,regular_season,0.6037337570328838,0.7135109717868338,0.6415575947424912,58.57142857142858,21.428571428571427,49.64285714285714,situational
rs_opp_or,regular_season,0.5232220312335535,0.5977429467084638,0.5079499420022713,57.14285714285714,72.85714285714285,28.57142857142857,situational
rs_opp_fta,regular_season,0.5744408104206467,0.6119435736677116,0.6076416259878217,55.714285714285715,48.57142857142857,43.214285714285715,situational
lms_margin_vs_weak_surplus,engineered_lms,0.5683375079360317,0.6848275862068965,0.5693164317990062,54.285714285714285,12.857142857142856,31.428571428571427,situational
rs_ft_rate,regular_season,0.5477169233582952,0.5507210031347962,0.5423266435260904,52.85714285714286,74.28571428571429,55.714285714285715,situational
rs_opp_fga,regular_season,0.5337802277670852,0.6417084639498433,0.5373755068933121,51.42857142857142,10.0,20.53571428571429,situational
rs_opp_fg3_pct,regular_season,0.5689061874137038,0.6245454545454545,0.5786636578613764,50.0,70.0,61.07142857142857,situational
rs_avg_margin,regular_season,0.7270171808834154,0.9046551724137931,0.8045775328565661,48.57142857142857,94.28571428571428,62.14285714285714,situational
kp_de,kenpom,0.6347248834421397,0.7100470219435737,0.6701312786534259,47.14285714285714,48.57142857142857,37.67857142857142,situational
lms_r2,engineered_lms,0.5545591757672053,0.5960815047021943,0.550134836227097,45.714285714285715,67.14285714285714,40.0,situational
rs_fg2_pct,regular_season,0.5951568893327828,0.6811442006269592,0.6365309258175205,44.285714285714285,1.4285714285714286,34.64285714285714,situational
rs_to_rate,regular_season,0.6186537346857808,0.6263949843260188,0.6059250536991063,42.857142857142854,48.57142857142857,42.5,situational
rs_opp_to,regular_season,0.5198554392001147,0.5249686520376176,0.5157413376457565,41.42857142857143,48.57142857142857,45.892857142857146,situational
lms_consistency,engineered_lms,0.5559099085969191,0.5960815047021943,0.550134836227097,40.0,65.71428571428571,53.92857142857142,situational
rs_opp_ft_pct,regular_season,0.5168958292551775,0.6024451410658307,0.53361875377737,38.57142857142858,77.14285714285715,53.92857142857143,situational
rs_opp_efg_pct,regular_season,0.6212870921665593,0.7321003134796238,0.6543563043250566,37.142857142857146,27.142857142857142,56.607142857142854,situational
kp_adjtempo,kenpom,0.5120758658430816,0.5727899686520377,0.5200299068800338,35.714285714285715,48.57142857142857,53.21428571428571,low_value
rs_to,regular_season,0.5806741376099555,0.5518495297805642,0.5683268546098791,34.285714285714285,48.57142857142857,42.32142857142857,situational
rs_fgm3,regular_season,0.5363219011612206,0.5847021943573667,0.5457358687290378,32.857142857142854,17.142857142857142,53.214285714285715,situational
kp_rankde,kenpom,0.6304264476917281,0.7391379310344828,0.6819071090179852,31.428571428571427,80.0,25.714285714285715,situational
rs_opp_fgm,regular_season,0.5480100742950684,0.5141065830721003,0.5582877676687834,27.142857142857142,48.57142857142857,39.464285714285715,situational
rs_opp_fg_pct,regular_season,0.615234513605204,0.7139341692789969,0.6474449890410447,27.142857142857142,48.57142857142857,55.53571428571429,situational
rs_opp_fgm3,regular_season,0.5414693077398991,0.5550313479623825,0.5400324400280796,27.142857142857142,25.71428571428571,41.25,situational
rs_fga,regular_season,0.5956674625321668,0.6888557993730408,0.6074540820965961,27.142857142857142,24.285714285714285,54.464285714285715,situational
rs_avg_pts_for,regular_season,0.6291090545298845,0.7892006269592476,0.6634140412641782,27.142857142857142,7.142857142857142,50.0,situational
rs_opp_ftm,regular_season,0.578071023970745,0.6332131661442006,0.61512511242404,22.857142857142858,48.57142857142857,48.21428571428571,situational
rs_fga3,regular_season,0.5153805413504756,0.5125391849529781,0.5151326584783138,21.428571428571427,48.57142857142857,58.75000000000001,low_value
rs_opp_ast,regular_season,0.5533051279743152,0.5665360501567398,0.5866215093161911,20.0,48.57142857142857,46.07142857142857,situational
rs_orb,regular_season,0.5948211112492325,0.66641065830721,0.5790582131758788,18.571428571428573,85.71428571428571,22.32142857142857,situational
rs_opp_stl,regular_season,0.5470236964070793,0.5541222570532915,0.5408141000551254,17.142857142857142,87.14285714285714,63.92857142857143,situational
rs_stl,regular_season,0.5531434305851445,0.6049529780564263,0.5590222758870842,15.714285714285714,68.57142857142857,30.0,situational
rs_dr_pct,regular_season,0.5249287840880243,0.5213793103448277,0.5408626464336902,14.285714285714285,48.57142857142857,17.5,situational
kp_rankoe,kenpom,0.6744867239061136,0.8655485893416928,0.7568987294675513,12.857142857142856,48.57142857142857,69.64285714285714,situational
rs_avg_pts_against,regular_season,0.583009581344265,0.5712852664576803,0.6031008037393095,11.428571428571429,48.57142857142857,50.0,situational
rs_wins,regular_season,0.7059617517804573,0.8789498432601881,0.782560369785992,10.0,20.0,13.571428571428573,situational
kp_ranktempo,kenpom,0.518581863887472,0.6156426332288402,0.5256741933208713,8.571428571428571,71.42857142857143,77.5,low_value
rs_fgm,regular_season,0.646619762516783,0.7929937304075235,0.6803219182869163,7.142857142857142,18.571428571428573,59.64285714285714,situational
rs_fg_pct,regular_season,0.6112275618081722,0.7342006269592476,0.6646644600518762,5.714285714285714,5.714285714285714,45.17857142857143,situational
rs_win_pct,regular_season,0.6758298362403141,0.872742946708464,0.77370098000001,4.285714285714286,48.57142857142857,48.92857142857142,situational
kp_rankadjoe,kenpom,0.7380473718577958,0.8996081504702194,0.81003835409979,2.857142857142857,48.57142857142857,45.89285714285714,situational
kp_adjde,kenpom,0.7251320608058388,0.7957993730407523,0.7680983116065493,1.4285714285714286,75.71428571428571,26.07142857142857,situational
Season,identity_or_label,,,,,,,
TeamID,identity_or_label,,,,,,,
TeamName,identity_or_label,,,,,,,
ConfAbbrev,identity_or_label,,,,,,,
is_tourney_team,identity_or_label,,,,,,,
